id,timestamp,latitude,longitude
8ddcf727-e402-4816-9d22-38431b8ea315,2026-02-03T08:43:01.764684,-26.19558107681603,28.0595775805367
7f51d41d-6155-4fd5-9526-1be11d4646aa,2026-02-03T08:43:02.764684,-26.200245866475218,28.035471845041464
4ec72592-31a0-4ee0-8b0a-15d8b19a9288,2026-02-03T08:43:03.764684,-26.221211065991184,28.062313158063617
40bcbf17-2c81-4d1a-81e1-a22abb6e66eb,2026-02-03T08:43:04.764684,-26.20912786835199,28.0372916461476
6f41bd7e-bdc4-4b7d-914d-048c7cb4bcb0,2026-02-03T08:43:05.764684,-26.210428549194024,28.05447741178925
706d4a03-e7a2-4792-9ce3-4fd65830b029,2026-02-03T08:43:06.764684,-26.19249150970819,28.05802215049152
ba346135-5028-432f-9ac9-dba22af55650,2026-02-03T08:43:07.764684,-26.213824864201964,28.03168046118179
a0ee4f2f-87bb-4973-bbb4-4cf997efcb1f,2026-02-03T08:43:08.764684,-26.186698585981823,28.04887094078524
72bda1da-f2e3-4933-a563-1378ead40e27,2026-02-03T08:43:09.764684,-26.21057400901283,28.034734063453186
f580f678-af0f-48c4-abe6-583e23acd1e7,2026-02-03T08:43:10.764684,-26.188143720995434,28.035720500981014
7a0dcc0b-a2e5-41e2-a642-bb0bc4ea3d06,2026-02-03T08:43:11.764684,-26.21171235446612,28.027609953303834
36c5dd70-e682-44b9-81cc-5d0bf084447c,2026-02-03T08:43:12.764684,-26.21344768608448,28.063017326494855
8cb2b88d-a057-4b76-807a-ca77a50c37e0,2026-02-03T08:43:13.764684,-26.202844055201087,28.03267397309339
188bc765-7566-41f2-93bf-438ef3250ff6,2026-02-03T08:43:14.764684,-26.19245640263736,28.030210102909567
43b92eb6-373f-4b86-a548-5032f2c59959,2026-02-03T08:43:15.764684,-26.209367758084486,28.027421206741025
fb122986-5696-44c6-b702-31e84c8004d2,2026-02-03T08:43:16.764684,-26.21409534978724,28.04875432667596
d544f654-c7de-40fc-ad03-47119e545df8,2026-02-03T08:43:17.764684,-26.195379638006532,28.060697267324816
375683dd-51f1-4845-a0cd-cda9d61dbffe,2026-02-03T08:43:18.764684,-26.18795664210504,28.060895023015217
18498aaa-487e-4286-9472-19920f621604,2026-02-03T08:43:19.764684,-26.214401872645244,28.061996980054843
508ca276-b368-4d8a-8379-98e31ad0f750,2026-02-03T08:43:20.764684,-26.213948492213028,28.061534031779296
